item_id,name,count
33981,Limited Hyperspatial Accelerator,4
34272,Polarized Small Focused Pulse Laser,4
34286,Polarized 425mm AutoCannon,4
3566,Small Capacitor Booster I,4
35774,Pro-Nav Compact Missile Guidance Enhancer,4
3588,Small Remote Shield Booster II,4
37459,Thalia,4
37483,Magus,4
40556,Templar II,4
40565,Tyrfing II,4
40570,Siren II,4
40571,Dromi II,4
41038,Republic Fleet Stasis Webifier,4
41061,Federation Navy Warp Scrambler,4
41498,Capital I-a Enduring Armor Repairer,4
41501,Dark Blood Capital Armor Repairer,4
43699,Ice Harvesting Drone I,4
453,Small Focused Pulse Laser I,4
45590,Tengu Defensive - Supplemental Screening,4
456,Focused Medium Pulse Laser I,4
47272,Light Entropic Disintegrator I,4
47908,Entropic Radiation Sink I,4
47909,Compact Entropic Radiation Sink,4
490,220mm Vulcan AutoCannon I,4
509,'Basic' Capacitor Flux Coil,4
5181,Gatling Anode Particle Stream I,4
5217,Dual Afocal Pulse Maser I,4
522,'Micro' Cap Battery,4
5319,Baker Nunn Enduring Tracking Disruptor I,4
5321,C-IR Compact Guidance Disruptor,4
5322,DDO Scoped Tracking Disruptor I,4
533,Small Energy Neutralizer I,4
5361,Deluge Enduring Burst Jammer,4
54777,GalvaSurge Condenser Pack L,4
590,Inquisitor,4
6047,Automated Targeting Unit I,4
606,Velator,4
609,Maulus,4
656,Miasmos,4
7625,Anode Electron Particle Cannon I,4
8531,Small Murky Compact Remote Shield Booster,4
9073,Dual 180mm Carbine Repeating Cannon I,4
9133,220mm Medium Prototype Automatic Cannon,4
9411,280mm 'Scout' Artillery I,4
9784,Small YF-12a Smartbomb,4
10164,Standard Sooth Sayer Booster,3
10690,125mm Carbide Railgun I,3
11184,Crusader,3
11227,Energized Explosive Membrane I,3
11265,Basic Energized Adaptive Nano Membrane,3
11277,Thermal Armor Hardener I,3
11387,Hyena,3
11567,Avatar,3
1185,Small Cap Battery I,3
12015,Muninn,3
12038,Purifier,3
12269,Heavy Energy Neutralizer I,3
12729,Crane,3
12731,Bustard,3
12747,Mastodon,3
1276,Layered Coating II,3
13209,Armored Command Mindlink,3
13247,Zainou 'Deadeye' Missile Bombardment MB-703,3
13248,Zainou 'Deadeye' Missile Projection MP-703,3
13827,True Sansha Heavy Beam Laser,3
13864,Shadow Serpentis 125mm Railgun,3
13960,Dark Blood Medium Armor Repairer,3
13963,True Sansha Small Armor Repairer,3
13970,True Sansha EM Armor Hardener,3
13974,True Sansha Explosive Armor Hardener,3
13982,True Sansha Thermal Armor Hardener,3
14106,Domination 10MN Afterburner,3
14160,Dark Blood Small Energy Neutralizer,3
14200,Dark Blood Small EMP Smartbomb,3
14208,Domination Large Proton Smartbomb,3
14220,Shadow Serpentis Medium Plasma Smartbomb,3
14246,Dread Guristas Warp Disruptor,3
14254,Domination Warp Scrambler,3
14427,Ahremen's Modified Dual Heavy Pulse Laser,3
14688,Vepas' Modified Ballistic Control System,3
14798,Draclira's Modified Large EMP Smartbomb,3
15457,Standard X-Instinct Booster,3
15460,Standard Frentix Booster,3
15721,Imperial Navy Energized Thermal Membrane,3
15755,Republic Fleet 500MN Microwarpdrive,3
15768,Federation Navy 500MN Microwarpdrive,3
15786,Imperial Navy Heavy Capacitor Booster,3
15808,Ammatar Navy Heat Sink,3
15851,Ammatar Navy Heavy Pulse Laser,3
15907,Republic Fleet Shield Boost Amplifier,3
15961,Imperial Navy Medium EMP Smartbomb,3
16053,Republic Fleet 280mm Howitzer Artillery,3
16248,Zainou 'Gnome' Shield Operation SP-905,3
16367,Prototype Compact Explosive Armor Hardener I,3
16369,Upgraded Armor Kinetic Hardener I,3
16373,Experimental Enduring Kinetic Armor Hardener I,3
16377,Upgraded Armor Thermal Hardener I,3
17812,Republic Fleet Firetail,3
17887,Oxygen Isotopes,3
180,Proton S,3
1824,Inferno Auto-Targeting Heavy Missile I,3
1832,Inferno Auto-Targeting Cruise Missile I,3
18590,Arkonor Mining Crystal II,3
18624,Spodumain Mining Crystal II,3
18793,Coreli A-Type Explosive Coating,3
188,Proton M,3
18819,Corelum A-Type Energized Adaptive Nano Membrane,3
18833,Corpum C-Type Kinetic Energized Membrane,3
18835,Centum C-Type Energized Kinetic Membrane,3
18885,Corpus C-Type EM Armor Hardener,3
18887,Centus C-Type EM Armor Hardener,3
18897,Corpus C-Type Thermal Armor Hardener,3
18911,Centus B-Type Kinetic Armor Hardener,3
18913,Corpus B-Type Thermal Armor Hardener,3
18963,Core B-Type Thermal Armor Hardener,3
18977,Core X-Type Kinetic Armor Hardener,3
19036,Core B-Type Large Armor Repairer,3
19040,Centus C-Type Large Armor Repairer,3
19087,Centum A-Type Medium Remote Capacitor Transmitter,3
19133,Gistii A-Type Small Remote Shield Booster,3
19183,Gistum B-Type Medium Shield Booster,3
19194,Gist B-Type Large Shield Booster,3
19197,Gist A-Type X-Large Shield Booster,3
19201,Pith C-Type Large Shield Booster,3
19245,Gistum C-Type EM Shield Amplifier,3
19251,Gistum A-Type Thermal Shield Amplifier,3
19276,Pith A-Type Explosive Shield Hardener,3
19341,Gist C-Type 500MN Microwarpdrive,3
1944,Bestower,3
19550,Inherent Implants 'Noble' Hull Upgrades HG-1005,3
1968,Remote Sensor Dampener I,3
19684,Inherent Implants 'Noble' Repair Proficiency RP-903,3
19722,Naglfar,3
19978,Sanshas Radio S,3
20006,Arch Angel Phased Plasma M,3
20443,Ogdin's Eye Coordination Enhancer,3
20444,Dual Giga Pulse Laser I,3
20450,Ion Siege Blaster I,3
20565,Improved 'Guise' Cloaking Device II,3
20849,True Sanshas Radio S,3
21230,Blood Standard L,3
21450,Blood Radio M,3
21527,'Firewall' Signal Amplifier,3
216,Tungsten Charge S,3
22436,Widow,3
22444,Sleipnir,3
22448,Absolution,3
22572,Praetor EV-900,3
22611,Elara Restrained Mining Laser Upgrade,3
22613,'Carpo' Mining Laser Upgrade,3
22623,'Ingenii' Ice Harvester Upgrade,3
22852,Hel,3
2289,Explosive Shield Hardener I,3
22929,'Marketeer' Tracking Computer,3
22953,'Cartel' Power Diagnostic System I,3
22989,Federation Navy Tungsten Charge M,3
22999,Federation Navy Thorium Charge L,3
23001,Federation Navy Lead Charge L,3
23003,Federation Navy Iridium Charge L,3
23007,Federation Navy Iron Charge L,3
23013,Caldari Navy Uranium Charge S,3
23019,Caldari Navy Iridium Charge S,3
23041,Caldari Navy Plutonium Charge L,3
23053,Caldari Navy Iron Charge L,3
23099,Imperial Navy Infrared M,3
231,Iron Charge L,3
23418,'Radical' Damage Control,3
23473,Wasp EC-900,3
23829,Heavy 'Vrykolakas' Energy Nosferatu,3
23911,Thanatos,3
24529,Scourge Javelin Torpedo,3
24550,'Judgment' Electromagnetic Doomsday,3
24637,Zainou 'Deadeye' Missile Projection MP-705,3
2508,Nova Torpedo,3
2514,Inferno Rocket,3
253,Gamma M,3
25349,Strong Exile Booster,3
25912,Large Drone Scope Chip I,3
25972,Large Energy Locus Coordinator I,3
25974,Large Energy Metastasis Adjuster I,3
25998,Large Hybrid Ambit Extension I,3
26000,Large Hybrid Locus Coordinator I,3
26058,Large Low Friction Nozzle Joints I,3
26324,Large Drone Control Range Augmentor II,3
26364,Large Targeting System Subcontroller II,3
26382,Large Energy Collision Accelerator II,3
26390,Large Energy Metastasis Adjuster II,3
26404,Large Hybrid Metastasis Adjuster II,3
26418,Large Rocket Fuel Cache Partition II,3
26424,Large Projectile Collision Accelerator II,3
27109,Zainou 'Snapshot' Heavy Assault Missiles AM-703,3
27117,Inherent Implants 'Squire' Capacitor Management EM-801,3
27118,Inherent Implants 'Squire' Capacitor Systems Operation EO-605,3
27127,Inherent Implants 'Squire' Power Grid Management EG-601,3
27443,Dread Guristas Scourge Heavy Missile,3
28290,'Integrated' Praetor,3
28328,Republic Fleet Carbonized Lead S,3
28682,Synth X-Instinct Booster,3
28739,Thukker Power Diagnostic System,3
28740,Thukker Micro Auxiliary Power Core,3
28786,Syndicate 800mm Steel Plates,3
28799,Mid-grade Nomad Epsilon,3
30328,Civilian Stasis Webifier,3
31077,Small Remote Repair Augmentor II,3
31169,Capital Hyperspatial Velocity Optimizer II,3
31288,Medium Particle Dispersion Augmentor I,3
31304,Small Particle Dispersion Projector II,3
31346,Small Tracking Diagnostic Subroutines I,3
3136,Zainou 'Deadeye' Rapid Launch RL-1002,3
31374,Capital Capacitor Control Circuit I,3
31390,Medium Egress Port Maximizer II,3
31448,Small Energy Burst Aerator II,3
31450,Medium Energy Burst Aerator II,3
31462,Medium Energy Collision Accelerator II,3
31522,Medium Hybrid Ambit Extension II,3
31528,Medium Hybrid Burst Aerator I,3
31642,Capital Warhead Flare Catalyst II,3
31692,Small Projectile Locus Coordinator I,3
31706,Medium Projectile Metastasis Adjuster I,3
31728,Small Explosive Shield Reinforcer I,3
31768,Capital Core Defense Capacitor Safeguard I,3
31814,Capital Core Defense Field Purger II,3
31918,Federation Navy 800mm Steel Plates,3
32033,Small Drone Durability Enhancer I,3
32059,Medium Drone Speed Augmentor I,3
3218,Harvester Mining Drone,3
32248,Nugoehuvi Synth Blue Pill Booster,3
3238,Inherent Implants 'Squire' Capacitor Management EM-804,3
3240,Inherent Implants 'Squire' Capacitor Systems Operation EO-602,3
32949,Unit W-634's Modified Drone Navigation Computer,3
33155,Harbinger Navy Issue,3
33199,Scan Pinpointing Array II,3
33404,Federation Navy Command Mindlink,3
33850,Federation Navy Drone Navigation Computer,3
33951,Low-grade Nomad Gamma,3
34268,Medium Higgs Anchor I,3
34294,Polarized Torpedo Launcher,3
34481,Domination Inertial Stabilizers,3
34590,Victorieux Luxury Yacht,3
3534,CONCORD Capital Armor Repairer,3
3552,Cap Booster 75,3
3576,Heavy Capacitor Booster I,3
35959,Standup Ballistic Control System I,3
3653,Medium Hull Repairer I,3
36912,Antipharmakon Aeolis,3
37135,Endurance,3
37290,Quad Mega Pulse Laser I,3
37294,XL Torpedo Launcher II,3
37306,Hexa 2500mm Repeating Cannon II,3
37480,Bifrost,3
37605,Minokawa,3
37622,Corpii C-Type Small Energy Neutralizer,3
37626,Corpum B-Type Medium Energy Neutralizer,3
37627,Corpum A-Type Medium Energy Neutralizer,3
37629,Corpus B-Type Heavy Energy Neutralizer,3
3949,Medium Plasma Smartbomb II,3
40350,25000mm Rolled Tungsten Compact Plates,3
40560,Ametat II,3
40563,Cyclops II,3
40564,Gungnir II,3
41040,Heavy Stasis Grappler I,3
41152,Scout Scoped Hexa 2500mm Repeating Cannon,3
41153,Prototype Precise Hexa 2500mm Repeating Cannon,3
41198,Sentient Remote Sensor Booster,3
41210,Cormack's Modified Damage Control,3
41211,Unit W-634's Modified Damage Control,3
41219,Domination Large Cap Battery,3
41477,Medium Ancillary Remote Armor Repairer,3
41482,Large Ancillary Remote Shield Booster,3
41503,Capital Ancillary Armor Repairer,3
41504,Capital Ancillary Shield Booster,3
41506,Capital Clarity Ward Enduring Shield Booster,3
41509,Dread Guristas Capital Shield Booster,3
43701,'Augmented' Ice Harvesting Drone,3
4409,Target Spectrum Breaker,3
44114,Torelle's Custom Magnetic Field Stabilizer,3
450,Gatling Pulse Laser I,3
452,Dual Light Beam Laser I,3
454,Small Focused Beam Laser I,3
45587,Legion Defensive - Augmented Plating,3
45593,Proteus Defensive - Augmented Plating,3
45600,Legion Offensive - Support Processor,3
45622,Legion Core - Dissolution Sequencer,3
457,Focused Medium Beam Laser I,3
47408,50MN Abyssal Microwarpdrive,3
47702,Abyssal Stasis Webifier,3
47736,Abyssal Warp Disruptor,3
47753,10MN Abyssal Afterburner,3
47916,Heavy Compact Entropic Disintegrator,3
484,125mm Gatling AutoCannon I,3
5091,Small Inductive Compact Remote Capacitor Transmitter,3
5093,Small Radiative Scoped Remote Capacitor Transmitter,3
54750,Large Vorton Projector I,3
54773,GalvaSurge Condenser Pack M,3
54783,ElectroPunch Ultra L,3
580,Burst Jammer I,3
582,Bantam,3
585,Slasher,3
592,Navitas,3
652,Mammoth,3
654,Kryos,3
7253,75mm Compressed Coil Gun I,3
7539,Regulated Light Ion Phase Cannon I,3
7667,Regulated Ion Phase Cannon I,3
7707,Regulated Neutron Phase Cannon I,3
8785,125mm Light Carbine Repeating Cannon I,3
8787,125mm Light Gallium Machine Gun,3
9331,800mm Heavy Gallium Repeating Cannon,3
10836,Medium Shield Booster I,2
11190,Sentinel,2
11194,Kitsune,2
11217,Energized EM Membrane I,2
11257,Energized Thermal Membrane I,2
11303,Explosive Armor Hardener I,2
11365,Vengeance,2
1190,Small Remote Capacitor Transmitter II,2
11957,Falcon,2
12003,Zealot,2
12017,Devoter,2
12021,Phobos,2
12199,Mobile Medium Warp Disruptor I,2
12753,Impel,2
13166,Inherent Implants 'Lancer' Gunnery RF-903,2
13226,Zainou 'Snapshot' Cruise Missiles CM-603,2
13245,Zainou 'Deadeye' Trajectory Analysis TA-703,2
13258,Inherent Implants 'Noble' Repair Systems RS-603,2
13777,Domination 200mm Autocannon,2
13865,Dread Guristas 125mm Railgun,2
13935,Domination Ballistic Control System,2
13951,Dread Guristas Small Shield Booster,2
13955,Domination Large Armor Repairer,2
13967,Dread Guristas Explosive Shield Hardener,2
13980,Dark Blood Kinetic Armor Hardener,2
13988,Domination Explosive Armor Hardener,2
13995,Domination Thermal Shield Hardener,2
14031,Dread Guristas Explosive Shield Amplifier,2
14049,Shadow Serpentis Multispectrum Coating,2
14082,Dark Blood Energized Explosive Membrane,2
14088,Dark Blood Energized EM Membrane,2
14102,Domination 100MN Afterburner,2
14188,Dark Blood Large EMP Smartbomb,2
14190,True Sansha Large EMP Smartbomb,2
14228,Shadow Serpentis Small Plasma Smartbomb,2
14232,Shadow Serpentis Co-Processor,2
14550,Tobias' Modified Large Proton Smartbomb,2
14698,Estamel's Modified Large Graviton Smartbomb,2
14738,Estamel's Modified Kinetic Shield Amplifier,2
14764,Kaikka's Modified Multispectrum Shield Hardener,2
15170,Cormack's Modified Multispectrum Coating,2
15458,Improved X-Instinct Booster,2
15461,Improved Frentix Booster,2
15477,Improved Drop Booster,2
15478,Strong Drop Booster,2
15711,Imperial Navy EM Armor Hardener,2
15743,Ammatar Navy Large Armor Repairer,2
15761,Federation Navy 1MN Afterburner,2
15780,Imperial Navy Small Capacitor Booster,2
15784,Imperial Navy Medium Capacitor Booster,2
15804,Imperial Navy Heavy Energy Neutralizer,2
15813,Republic Fleet Nanofiber Structure,2
15837,Federation Navy 425mm Railgun,2
15871,Imperial Navy Dual Light Pulse Laser,2
15949,Federation Navy Small Plasma Smartbomb,2
15953,Federation Navy Medium Plasma Smartbomb,2
16305,Upgraded Multispectrum Coating I,2
16327,'Element' Kinetic Plating I,2
16361,Upgraded Armor Explosive Hardener I,2
16365,Experimental Enduring Explosive Armor Hardener I,2
16371,Limited Armor Kinetic Hardener I,2
16479,Heavy Unstable Power Fluctuator I,2
17520,Federation Navy Sensor Booster,2
17832,Federation Navy EM Armor Hardener,2
17871,Inherent Implants 'Noble' Remote Armor Repair Systems RA-703,2
18050,Jaspet Mining Crystal I,2
18052,Kernite Mining Crystal I,2
18068,Modulated Deep Core Miner II,2
181,Depleted Uranium S,2
18592,Bistot Mining Crystal II,2
18594,Crokite Mining Crystal II,2
18610,Omber Mining Crystal II,2
18686,Coreli B-Type 1MN Afterburner,2
187,Nuclear M,2
18752,Corpii A-Type Kinetic Coating,2
18809,Corelum B-Type Energized Adaptive Nano Membrane,2
18813,Corelum B-Type Energized Explosive Membrane,2
18851,Centum B-Type Energized Adaptive Nano Membrane,2
18855,Centum B-Type Energized Kinetic Membrane,2
18859,Centum B-Type Energized Explosive Membrane,2
18863,Centum B-Type Energized Thermal Membrane,2
18907,Centus B-Type Explosive Armor Hardener,2
18951,Core C-Type Explosive Armor Hardener,2
18953,Core C-Type Kinetic Armor Hardener,2
18999,Corpii C-Type Small Armor Repairer,2
19011,Coreli C-Type Small Armor Repairer,2
19042,Centus B-Type Large Armor Repairer,2
19047,Centii C-Type Small Remote Armor Repairer,2
19069,Corpii A-Type Small Remote Capacitor Transmitter,2
19139,Pithi A-Type Small Remote Shield Booster,2
19147,Pithum C-Type Medium Remote Shield Booster,2
19239,Gistum B-Type Thermal Shield Amplifier,2
19241,Gistum C-Type Kinetic Shield Amplifier,2
19266,Pith B-Type EM Shield Hardener,2
19270,Pith B-Type Explosive Shield Hardener,2
19277,Gist A-Type Thermal Shield Hardener,2
19279,Gist A-Type EM Shield Hardener,2
19313,Coreli C-Type 5MN Microwarpdrive,2
19317,Core C-Type 500MN Microwarpdrive,2
19347,Gist B-Type 500MN Microwarpdrive,2
19353,Gist A-Type 500MN Microwarpdrive,2
194,Carbonized Lead L,2
19547,Inherent Implants 'Noble' Repair Systems RS-605,2
19548,Inherent Implants 'Noble' Remote Armor Repair Systems RA-705,2
1955,Gravimetric ECM I,2
1963,Remote Sensor Booster I,2
19697,Zainou 'Deadeye' Trajectory Analysis TA-705,2
19744,Sigil,2
19929,Induced Compact Multispectral ECM,2
19944,CZ-4 Compact Gravimetric ECM,2
19948,Gloom Enduring Radar ECM,2
20002,Arch Angel Titanium Sabot M,2
20004,Arch Angel Fusion M,2
20185,Charon,2
20280,Siege Module I,2
20555,Small 'Siesta' Capacitor Booster,2
20559,Heavy 'Brave' Capacitor Booster,2
20561,Prototype 'Poncho' Cloaking Device I,2
20625,Small 'Wolf' Shield Extender,2
20629,Medium 'Canyon' Shield Extender,2
20741,Arch Angel EMP XL,2
20747,Arch Angel Phased Plasma XL,2
2082,Genolution Core Augmentation CA-1,2
20887,True Sanshas Standard L,2
20913,Shadow Iron Charge L,2
20981,Guardian Iridium Charge L,2
21208,Blood Multifrequency S,2
21478,50MN Digital Booster Microwarpdrive,2
21480,500MN Digital Booster Microwarpdrive,2
21853,Civilian Armor Repairer,2
21855,Civilian Expanded Cargohold,2
21910,Republic Fleet Nuclear L,2
21914,Republic Fleet Nuclear S,2
21931,Republic Fleet Proton S,2
22428,Redeemer,2
22452,Heretic,2
22460,Eris,2
22464,Flycatcher,2
22470,Nighthawk,2
22875,'Aura' Warp Core Stabilizer I,2
22933,'Investor' Tracking Disruptor I,2
22967,Federation Navy Thorium Charge S,2
22969,Federation Navy Lead Charge S,2
22971,Federation Navy Iridium Charge S,2
22987,Federation Navy Iridium Charge M,2
22995,Federation Navy Plutonium Charge L,2
22997,Federation Navy Uranium Charge L,2
23043,Caldari Navy Uranium Charge L,2
23536,Berserker SW-900,2
23785,'Bailey' 1600mm Steel Plates,2
23801,'Crucible' Small Cap Battery,2
23821,Small 'Upir' Energy Nosferatu,2
23856,'Chivalry' Large Remote Capacitor Transmitter,2
23902,'Trebuchet' Heat Sink I,2
23953,Jump Portal Generator I,2
24283,Fighter Support Unit I,2
24305,Modulated Deep Core Strip Miner II,2
24478,Nova Javelin Rocket,2
24483,Nidhoggur,2
2510,Inferno Torpedo,2
25548,Eifyr and Co. 'Alchemist' Neurotoxin Recovery NR-1005,2
257,Infrared L,2
25709,Upgraded 'Malkuth' Heavy Assault Missile Launcher I,2
2589,Genolution Core Augmentation CA-2,2
25906,Large Core Defense Capacitor Safeguard I,2
25916,Large Drone Durability Enhancer I,2
26022,Large Rocket Fuel Cache Partition I,2
26028,Large Warhead Flare Catalyst I,2
26060,Large Auxiliary Thrusters I,2
26078,Large Explosive Shield Reinforcer I,2
26100,Large Targeting System Subcontroller I,2
26312,Large Polycarbon Engine Housing II,2
26338,Large Sentry Damage Augmentor II,2
26396,Large Hybrid Collision Accelerator II,2
26398,Large Algid Hybrid Administrations Unit II,2
26416,Large Hydraulic Bay Thrusters II,2
26446,Large Core Defense Charge Economizer II,2
26983,Civilian Salvager,2
27064,Capital Auxiliary Nano Pump I,2
27075,Eifyr and Co. 'Gunslinger' Motion Prediction MR-701,2
27081,Eifyr and Co. 'Gunslinger' Surgical Strike SS-901,2
27095,Zainou 'Deadeye' Target Navigation Prediction TN-901,2
27105,Zainou 'Gnome' Shield Management SM-701,2
27115,Eifyr and Co. 'Rogue' Warp Drive Speed WS-605,2
27119,Inherent Implants 'Squire' Capacitor Systems Operation EO-601,2
27142,Zainou 'Gypsy' CPU Management EE-605,2
27251,Zainou 'Snapshot' Heavy Missiles HM-701,2
27255,Zainou 'Snapshot' Rockets RD-901,2
27379,Guristas Nova Light Missile,2
27393,Guristas Nova Heavy Assault Missile,2
27411,Guristas Scourge Heavy Assault Missile,2
27445,Guristas Inferno Heavy Missile,2
27678,ECM Jammer Burst Projector,2
27904,Large Remote Hull Repairer I,2
28306,'Integrated' Wasp,2
28530,Khanid Navy Cap Recharger,2
28676,Synth Exile Booster,2
28752,ORE Ice Harvester,2
29336,Scythe Fleet Issue,2
29344,Exequror Navy Issue,2
29620,Guristas Scourge XL Torpedo,2
29970,OLD Tengu Defensive - Amplification Node,2
30050,OLD Tengu Electronics - Dissolution Sequencer,2
30122,OLD Tengu Offensive - Accelerated Ejection Bay,2
30141,OLD Tengu Engineering - Augmented Capacitor Reservoir,2
30839,Civilian Damage Control,2
3084,Zainou 'Gnome' Shield Management SM-706,2
3092,Zainou 'Gnome' Shield Operation SP-906,2
31003,Small EM Armor Reinforcer II,2
31049,Capital Auxiliary Nano Pump II,2
31203,Medium Emission Scope Sharpener I,2
31215,Medium Gravity Capacitor Upgrade I,2
31244,Small Memetic Algorithm Bank II,2
31292,Small Particle Dispersion Augmentor II,2
31310,Small Signal Focusing Kit I,2
31336,Medium Targeting Systems Stabilizer I,2
31362,Capital Ancillary Current Router I,2
31368,Capital Ancillary Current Router II,2
31380,Capital Capacitor Control Circuit II,2
31396,Medium Powergrid Subroutine Maximizer I,2
31416,Capital Semiconductor Memory Cell II,2
31472,Small Energy Discharge Elutriation II,2
31488,Capital Energy Locus Coordinator II,2
31492,Medium Energy Metastasis Adjuster I,2
31500,Capital Energy Metastasis Adjuster II,2
31514,Small Hybrid Ambit Extension I,2
31546,Medium Hybrid Collision Accelerator II,2
31676,Medium Projectile Burst Aerator II,2
31688,Medium Projectile Collision Accelerator II,2
31694,Medium Projectile Locus Coordinator I,2
31698,Small Projectile Locus Coordinator II,2
31734,Small Explosive Shield Reinforcer II,2
31762,Capital Thermal Shield Reinforcer II,2
32031,Medium Drone Control Range Augmentor II,2
32075,Medium Drone Scope Chip II,2
32083,Medium Sentry Damage Augmentor I,2
3256,Inherent Implants 'Squire' Power Grid Management EG-602,2
33197,Scan Acquisition Array II,2
33303,Capital Processor Overclocking Unit I,2
33393,Genolution Core Augmentation CA-3,2
33394,Genolution Core Augmentation CA-4,2
34489,ORE Expanded Cargohold,2
3536,CONCORD Capital Remote Armor Repairer,2
35922,Standup Multirole Missile Launcher I,2
35925,Standup Heavy Energy Neutralizer I,2
3651,Civilian Miner,2
37454,Vigil Fleet Issue,2
37458,Kirin,2
37460,Scalpel,2
37482,Stork,2
37604,Apostle,2
37623,Corpii B-Type Small Energy Neutralizer,2
3901,Micro Graviton Smartbomb I,2
3989,Large Plasma Smartbomb II,2
40356,Capital F-S9 Regolith Compact Shield Extender,2
40553,Gram II,2
40557,Dragonfly II,2
40561,Malleus II,2
40562,Antaeus II,2
40566,Termite II,2
40567,Mantis II,2
40698,Target Illumination Burst Projector,2
40717,Capital Emergency Hull Energizer II,2
41238,10000MN Monopropellant Enduring Afterburner,2
41254,Domination 50000MN Microwarpdrive,2
41334,Gleam XL,2
41336,Aurora XL,2
41476,Small Ancillary Remote Armor Repairer,2
41487,Domination Capital Cap Battery,2
41488,Dark Blood Capital Cap Battery,2
41507,Capital Shield Booster II,2
41511,Capital Hull Repairer I,2
41533,Ligature Integrated Analyzer,2
42527,Information Command Burst I,2
4276,Mining Foreman Link - Laser Optimization II,2
4278,Mining Foreman Link - Mining Laser Field Enhancement II,2
43898,Large Command Processor I,2
44269,Naughty People Firework,2
45010,Focused Warp Scrambling Script,2
45603,Tengu Offensive - Support Processor,2
46270,Kaatara's Custom Ballistic Control System,2
46372,Exceptional Moon Ore Mining Crystal II,2
47274,Supratidal Entropic Disintegrator I,2
47740,5MN Abyssal Microwarpdrive,2
47789,Large Abyssal Shield Booster,2
47828,Medium Abyssal Energy Neutralizer,2
47912,Light Compact Entropic Disintegrator,2
47920,Supratidal Compact Entropic Disintegrator,2
48115,Agency 'Pyrolancea' DB9 Dose IV,2
48439,Large Abyssal Cap Battery,2
49701,Expired Impetus Potency-75 Glamourex Booster,2
5009,Small Brief Capacitor Overcharge I,2
5013,Small Tapered Capacitor Infusion I,2
5049,Heavy Brief Capacitor Overcharge I,2
5179,Gatling Modulated Energy Beam I,2
52230,Abyssal Assault Damage Control,2
5245,Particle Bore Compact Mining Laser,2
5340,P-S Compact Remote Tracking Computer,2
54294,Enduring Kinetic Shield Hardener,2
54538,Black Market 'Valdimar' Drone Sharpshooting DS-803,2
54539,Black Market 'Valdimar' Drone Sharpshooting DS-805,2
54545,Black Market 'Valdimar' Drone Durability DD-1005,2
54745,Medium Vorton Projector I,2
54753,Large Vorton Projector II,2
54774,MesmerFlux Condenser Pack M,2
54778,MesmerFlux Condenser Pack L,2
54782,StrikeSnipe Ultra L,2
54973,Vorton Tuning System I,2
5647,Type-D Restrained Reinforced Bulkheads,2
5683,Medium Inefficient Hull Repair Unit,2
5719,Medium 'Hope' Hull Reconstructor I,2
5759,Large I-b Polarized Structural Regenerator,2
5837,Pseudoelectron Containment Field I,2
5869,Suppressed Targeting System I,2
599,Burst,2
6045,Responsive Auto-Targeting System I,2
653,Wreathe,2
6573,'Dactyl' Type-E Asteroid Analyzer,2
6675,Small Focused Modulated Pulse Energy Beam I,2
6809,Focused Modulated Pulse Energy Beam I,2
6965,Heavy Anode Particle Stream I,2
7493,Anode Light Electron Particle Cannon I,2
7581,Limited Light Neutron Blaster I,2
7829,Limited Mega Ion Blaster I,2
8397,Medium Subordinate Screen Stabilizer I,2
8759,125mm Light 'Scout' Autocannon I,2
8821,150mm Light Prototype Automatic Cannon,2
9562,Supplemental EM Ward Amplifier,2
9728,Medium Rudimentary Concussion Bomb I,2
9744,Small 'Notos' Explosive Charge I,2
9800,Medium YF-12a Smartbomb,2
9956,Social Adaptation Chip - Basic,2
10039,Civilian Shield Booster,1
10165,Improved Sooth Sayer Booster,1
10208,Memory Augmentation - Standard,1
10212,Neural Boost - Standard,1
10216,Ocular Filter - Standard,1
10221,Cybernetic Subprocessor - Standard,1
10225,Social Adaptation Chip - Standard,1
10838,Large Shield Booster I,1
10872,Medium C5-L Compact Shield Booster,1
11019,Cockroach,1
11182,Cheetah,1
11196,Claw,1
11237,Energized Armor Layering Membrane I,1
11301,EM Armor Hardener I,1
11343,100mm Crystalline Carbonide Restrained Plates,1
11940,Gold Magnate,1
11963,Rapier,1
1198,EM Coating II,1
1202,Civilian Mining Drone,1
12257,Medium Energy Nosferatu I,1
12261,Heavy Energy Nosferatu I,1
12265,Medium Energy Neutralizer I,1
12733,Prorator,1
1274,Layered Coating I,1
1286,Kinetic Coating II,1
1294,Thermal Coating I,1
13218,Zainou 'Deadeye' Large Hybrid Turret LH-1003,1
13219,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1003,1
13222,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-803,1
13223,Inherent Implants 'Lancer' Small Energy Turret SE-603,1
13230,Zainou 'Snapshot' Rockets RD-903,1
13238,Eifyr and Co. 'Rogue' Fuel Conservation FC-803,1
13239,Eifyr and Co. 'Rogue' Afterburner AB-606,1
13262,Zainou 'Gnome' Shield Emission Systems SE-803,1
13949,Dread Guristas Medium Shield Booster,1
13964,Dark Blood Small Armor Repairer,1
13966,Dread Guristas Thermal Shield Hardener,1
13968,Dread Guristas Kinetic Shield Hardener,1
13990,Domination Kinetic Armor Hardener,1
14021,Dark Blood EM Coating,1
14027,Dark Blood Thermal Coating,1
14053,Shadow Serpentis Explosive Coating,1
